id,campaign_result,age,occupation,marriage,academic_background,debt_default,credit,house_loan,personal_loan,duration_time,contact_count,previous_campaign
7473,0,44,4,2,2,0,67200,1,0,80,0,9
7474,0,32,1,1,2,0,87000,1,0,303,0,9
7475,0,53,5,2,9,0,299520,0,1,94,0,9
7476,0,55,12,2,3,0,42840,1,0,878,0,9
7477,0,42,4,2,2,0,588000,1,0,231,2,2
7478,0,26,3,1,3,0,3960,0,1,253,0,9
7479,0,34,5,2,1,0,19800,1,0,182,1,2
7480,0,56,4,1,1,0,4680,1,0,191,5,2
7481,0,52,3,2,2,0,584760,0,0,381,9,2
7482,0,58,11,2,9,0,142440,1,0,228,0,9
7483,1,47,3,1,3,0,528240,0,0,805,1,3
7484,0,29,3,1,3,0,31920,0,0,176,1,2
7485,0,37,2,2,2,0,-30480,1,1,121,2,2
7486,0,25,10,2,1,0,80280,1,0,367,0,9
7487,0,31,3,1,3,0,191760,1,0,36,0,9
7488,0,29,5,1,3,0,51600,0,1,624,0,9
7489,0,46,2,3,9,0,12360,0,0,158,0,9
7490,0,24,4,1,2,0,120,1,0,79,0,9
7491,0,57,5,2,1,0,138360,1,1,238,0,9
7492,1,38,3,2,9,0,429120,0,0,349,1,1
7493,0,39,7,2,2,0,1065120,0,0,106,2,2
7494,0,32,2,1,2,0,1680,1,1,429,0,9
7495,0,26,8,1,3,0,12240,0,0,377,0,9
7496,0,41,11,2,2,0,120,0,0,55,0,9
7497,1,30,5,1,2,0,87840,0,0,1404,0,9
7498,0,48,4,2,2,0,628920,1,0,158,0,9
7499,0,54,3,2,3,0,18360,0,0,168,0,9
7500,0,29,4,1,2,0,-15000,1,0,198,0,9
7501,0,42,3,2,3,0,35760,0,0,214,6,2
7502,0,46,2,2,2,0,190800,1,0,59,0,9
7503,0,38,2,2,2,0,48360,1,1,99,0,9
7504,0,52,4,2,1,0,159720,1,0,213,0,9
7505,1,32,1,1,2,0,15720,1,0,522,2,1
7506,1,55,3,3,3,0,244440,0,0,209,1,2
7507,1,44,1,3,2,0,359880,1,0,717,0,9
7508,0,50,7,2,2,0,290400,1,0,102,13,2
7509,0,29,4,1,2,0,336720,0,0,294,5,3
7510,0,33,2,2,3,0,357120,1,0,465,12,3
7511,0,35,2,2,2,0,57960,1,0,165,0,9
7512,0,50,8,2,2,0,36720,1,0,117,0,9
7513,1,62,12,2,3,0,306840,1,0,211,7,1
7514,0,30,7,2,1,0,-26880,1,0,79,0,9
7515,0,30,7,1,2,0,25320,0,1,133,0,9
7516,0,34,7,2,1,0,125040,1,0,167,0,9
7517,0,42,4,1,2,0,50280,0,0,88,0,9
7518,0,29,2,1,2,0,423240,0,1,171,0,9
7519,0,32,2,2,2,0,495960,0,0,175,0,9
7520,0,60,1,2,2,0,1465200,1,0,256,0,9
7521,0,33,3,2,3,0,40200,0,0,527,0,9
7522,0,58,12,2,2,0,313080,0,0,136,0,9
7523,0,35,4,2,2,0,246480,1,0,447,0,9
7524,0,31,1,1,2,0,14280,0,0,80,0,9
7525,0,34,3,2,3,0,177960,1,0,91,0,9
7526,0,27,1,1,2,0,0,1,0,552,0,9
7527,0,25,4,1,2,0,171480,1,0,187,0,9
7528,0,37,2,1,2,0,256680,1,0,146,0,9
7529,0,29,1,1,2,0,478320,1,0,488,0,9
7530,0,58,1,2,2,0,174600,1,0,119,0,9
7531,1,31,2,2,2,1,-44040,1,0,474,0,9
7532,0,37,4,2,2,0,61560,1,0,134,3,2
7533,0,52,11,2,1,0,-12840,1,1,134,0,9
7534,0,36,3,3,3,0,-30240,1,0,235,1,3
7535,0,39,7,1,1,0,56520,1,0,61,1,2
7536,0,27,4,2,2,0,-7080,0,1,154,0,9
7537,0,30,2,2,2,0,-34440,1,0,244,0,9
7538,0,32,4,1,2,0,8400,1,0,118,0,9
7539,0,41,4,3,2,0,-12480,1,0,32,0,9
7540,0,58,4,2,1,0,5640,0,0,281,0,9
7541,0,27,3,1,3,0,290400,1,0,391,0,9
7542,0,35,1,1,2,0,44160,1,0,218,0,9
7543,0,33,2,1,3,0,150840,1,0,66,0,9
7544,1,25,6,1,2,0,960,0,0,107,0,9
7545,0,31,5,2,3,0,37440,0,0,468,0,9
7546,1,29,3,1,3,0,83640,0,0,206,0,9
7547,0,49,3,3,3,0,1119120,1,0,166,0,9
7548,0,29,3,1,3,0,21120,0,0,204,0,9
7549,0,37,7,2,2,0,214200,1,0,912,0,9
7550,0,25,4,1,2,0,282480,0,1,98,0,9
7551,0,39,1,2,2,0,100200,1,0,135,0,9
7552,0,36,2,2,2,0,-960,1,0,180,0,9
7553,0,51,2,3,2,0,15720,1,0,193,0,9
7554,0,32,2,2,1,0,452880,1,0,591,0,9
7555,0,42,5,2,3,0,18840,1,1,650,0,9
7556,1,59,3,2,3,0,0,1,1,392,0,9
7557,0,58,4,2,2,0,139920,1,0,493,0,9
7558,1,33,3,1,3,0,235440,0,0,363,1,2
7559,1,59,12,2,2,0,182520,1,1,1125,0,9
7560,1,49,4,2,1,0,43320,1,0,513,0,9
7561,0,59,12,2,2,0,31560,0,0,601,0,9
7562,0,51,2,2,2,0,67680,0,1,187,0,9
7563,0,31,1,1,2,0,164880,1,0,290,1,2
7564,0,44,11,2,9,0,19560,1,0,44,3,1
7565,1,59,2,2,2,0,13920,0,0,398,3,2
7566,0,45,2,2,2,0,148800,0,0,269,0,9
7567,0,32,1,2,2,0,40800,1,0,665,0,9
7568,0,22,6,1,2,0,14400,0,0,245,0,9
7569,0,56,10,2,1,0,36720,0,1,212,0,9
7570,0,35,3,1,3,0,36480,1,0,274,0,9
7571,0,35,7,1,2,0,50040,1,0,201,0,9
7572,0,39,3,1,1,0,45000,0,0,80,0,9
7573,0,50,3,2,3,0,12120,1,0,348,0,9
7574,0,34,2,1,2,0,79680,1,1,88,2,3
7575,0,55,2,2,1,0,98160,1,0,185,3,3
7576,0,46,4,2,1,0,738000,1,0,157,0,9
7577,0,36,5,2,1,0,72000,0,0,538,0,9
7578,0,56,8,3,1,0,96240,0,0,258,0,9
7579,0,36,3,1,3,0,259560,0,0,317,0,9
7580,0,42,7,3,2,0,0,1,1,168,0,9
7581,0,34,5,1,2,0,38160,1,0,36,0,9
7582,0,53,4,2,1,0,242160,1,1,212,0,9
7583,0,32,3,2,3,0,182040,0,0,202,0,9
7584,0,41,1,2,2,0,319320,1,0,258,0,9
7585,0,30,2,1,3,0,117000,1,0,603,0,9
7586,0,23,1,1,2,0,34800,1,0,163,0,9
7587,0,38,1,2,2,0,31200,1,0,446,0,9
7588,0,35,3,3,3,0,92520,1,1,110,5,2
7589,0,56,3,3,3,0,86640,0,0,134,2,2
7590,0,31,11,2,3,0,143280,1,0,50,0,9
7591,0,49,2,3,2,0,31800,1,0,274,0,9
7592,0,33,10,2,1,0,69600,0,0,209,0,9
7593,1,27,6,1,3,0,1572840,1,0,661,2,2
7594,0,48,3,3,3,0,-57360,1,0,87,6,2
7595,0,42,7,2,2,0,164400,1,0,36,0,9
7596,0,39,8,1,3,0,9480,0,0,369,0,9
7597,0,40,2,1,2,0,44880,1,1,274,0,9
7598,0,48,11,3,2,1,840,0,0,633,0,9
7599,0,27,4,2,2,0,660600,1,1,134,0,9
7600,0,28,3,2,3,0,47400,0,0,178,0,9
7601,0,26,4,1,1,0,12240,1,0,89,0,9
7602,0,38,3,2,3,0,66120,1,0,1875,0,9
7603,0,33,7,2,9,0,10680,1,0,341,0,9
7604,0,63,8,2,1,0,0,0,0,337,0,9
7605,0,57,12,2,2,0,18720,0,1,106,0,9
7606,0,24,4,2,2,0,1080,1,1,468,0,9
7607,1,42,4,2,2,0,191760,1,1,1463,0,9
7608,1,60,12,3,3,0,480,1,0,415,5,2
7609,0,49,1,1,2,0,99240,1,0,61,0,9
7610,0,50,3,2,3,0,99600,0,0,71,2,2
7611,0,33,2,2,2,0,195600,1,0,111,0,9
7612,0,35,1,1,2,0,21840,1,0,117,0,9
7613,0,41,10,3,3,0,1172040,1,0,162,0,9
7614,0,24,3,1,3,0,0,0,0,526,0,9
7615,0,44,4,2,1,0,0,1,0,17,0,9
7616,0,52,7,2,2,0,290400,1,0,215,0,9
7617,0,45,3,3,3,1,-113520,1,0,213,0,9
7618,0,50,1,2,2,0,12720,0,1,59,0,9
7619,0,29,3,2,3,0,519360,0,0,121,0,9
7620,1,47,7,2,2,0,48600,0,1,994,0,9
7621,0,33,4,2,2,0,421680,1,0,214,2,2
7622,0,40,1,1,2,0,55440,1,1,272,4,3
7623,0,35,3,2,3,0,90000,1,0,233,0,9
7624,0,27,7,2,2,0,12000,0,0,57,0,9
7625,1,59,7,2,2,0,355800,1,0,1970,0,9
7626,0,36,4,3,2,0,846120,0,1,106,0,9
7627,1,26,4,1,3,0,68040,0,0,421,0,9
7628,0,48,7,3,2,0,528960,1,0,106,0,9
7629,0,32,2,1,3,0,127080,1,0,115,0,9
7630,0,55,10,2,1,0,197040,0,0,295,0,9
7631,0,55,4,2,2,0,79200,0,0,348,0,9
7632,0,34,3,1,3,0,90840,0,0,37,0,9
7633,0,35,7,3,2,0,720,0,0,111,0,9
7634,0,35,5,1,3,0,1920,0,0,158,0,9
7635,0,40,7,1,2,0,-3240,0,1,221,0,9
7636,0,31,4,2,2,0,162480,1,1,222,0,9
7637,0,36,1,1,2,0,153720,0,0,119,0,9
7638,0,45,3,2,3,0,9600,0,1,157,0,9
7639,0,52,2,3,2,0,33600,0,0,393,0,9
7640,0,26,2,1,2,0,99720,0,1,84,0,9
7641,0,31,8,2,2,0,389040,0,0,292,0,9
7642,0,35,3,2,3,0,102480,0,1,133,0,9
7643,0,55,12,2,1,0,279000,1,1,87,0,9
7644,0,21,4,1,2,0,-32760,1,1,340,0,9
7645,0,31,1,2,2,0,2760,0,0,77,0,9
7646,0,41,4,2,1,0,-68520,1,1,207,0,9
7647,0,28,4,3,9,0,12120,1,0,126,0,9
7648,0,32,2,2,2,0,1440,1,1,341,0,9
7649,0,40,7,2,2,0,200880,1,1,144,2,3
7650,0,31,2,1,3,0,205200,1,0,385,0,9
7651,1,29,6,1,2,0,37680,0,0,465,0,9
7652,0,54,4,2,2,0,-1200,1,0,490,0,9
7653,0,35,7,2,2,0,-58680,1,0,90,0,9
7654,0,47,10,2,1,0,0,1,0,193,0,9
7655,0,28,4,1,2,0,121320,1,0,204,0,9
7656,0,55,12,2,2,0,-21600,0,1,307,0,9
7657,0,56,3,2,3,0,20520,0,1,610,0,9
7658,0,40,3,3,3,0,103440,1,0,98,0,9
7659,0,52,2,2,2,0,0,0,0,97,0,9
7660,0,30,11,1,3,0,0,1,0,57,1,2
7661,0,33,3,1,3,0,25800,1,0,144,0,9
7662,0,47,7,2,2,0,0,0,1,51,0,9
7663,0,34,4,1,2,0,45720,1,0,83,1,2
7664,0,53,7,2,2,0,79200,0,0,210,2,2
7665,0,34,4,1,2,0,191880,1,0,59,0,9
7666,0,39,1,1,2,0,19560,1,0,107,0,9
7667,0,27,4,2,2,0,22920,1,0,401,0,9
7668,0,57,7,2,2,0,186720,1,0,340,0,9
7669,0,52,7,2,2,0,118680,1,0,260,0,9
7670,0,39,7,3,9,0,52080,1,0,553,0,9
7671,0,33,2,2,2,0,368520,1,1,323,0,9
7672,0,40,4,2,1,0,57720,1,0,228,1,2
7673,1,29,3,1,3,0,26880,1,0,65,3,2
7674,0,41,2,2,2,0,309120,1,1,296,11,2
7675,0,23,4,1,2,0,80160,1,0,857,0,9
7676,0,46,2,1,2,0,0,0,0,42,0,9
7677,0,58,1,2,2,0,89880,1,0,151,0,9
7678,0,31,3,2,3,0,18720,0,0,77,0,9
7679,0,27,4,1,2,0,12360,0,1,53,0,9
7680,0,33,2,1,2,0,26400,1,0,197,0,9
7681,0,57,3,2,3,0,600,1,0,96,0,9
7682,0,33,7,2,2,0,413280,1,0,487,0,9
7683,0,28,3,1,2,0,116040,1,0,174,1,2
7684,0,35,3,2,3,0,276960,0,1,540,0,9
7685,1,35,2,2,2,0,333480,0,0,182,2,1
7686,0,33,2,1,3,0,15000,0,0,66,0,9
7687,0,45,1,2,9,0,213960,0,0,11,0,9
7688,0,56,2,2,2,0,20400,1,0,200,4,3
7689,0,40,4,2,2,0,21360,1,0,595,0,9
7690,0,40,1,1,2,0,118200,1,0,313,5,3
7691,0,30,7,1,2,0,221520,1,0,87,0,9
7692,0,50,4,2,1,0,2280,0,0,103,0,9
7693,0,49,3,2,3,0,45360,1,0,230,0,9
7694,0,46,1,2,9,0,0,1,0,49,0,9
7695,0,36,2,2,2,0,296880,1,0,107,0,9
7696,0,59,3,3,3,0,-27840,0,1,97,0,9
7697,0,41,3,1,3,0,14400,0,1,81,3,3
7698,0,32,4,2,2,0,-24600,1,0,388,0,9
7699,0,58,3,3,3,0,684120,0,0,92,2,1
7700,0,24,4,1,2,0,657840,1,0,424,0,9
7701,0,30,3,2,3,0,355200,0,0,370,0,9
7702,0,59,4,3,2,0,212880,0,1,14,0,9
7703,0,34,3,2,3,0,118320,1,0,105,0,9
7704,0,29,4,2,2,0,-37440,1,1,130,0,9
7705,0,31,1,1,2,0,135480,1,0,145,0,9
7706,0,30,4,2,2,0,-11640,1,1,255,1,3
7707,0,35,5,2,3,0,15480,1,0,231,5,3
7708,0,57,4,2,2,0,168480,0,0,119,0,9
7709,0,54,1,3,2,0,0,1,1,330,3,1
7710,0,83,12,1,1,0,401880,0,0,89,0,9
7711,0,46,2,2,2,0,123360,1,0,96,1,2
7712,0,48,5,2,9,0,387960,0,0,66,0,9
7713,0,43,1,1,3,0,39480,1,0,218,0,9
7714,0,47,3,2,3,0,226080,1,1,74,0,9
7715,0,34,7,2,2,0,0,1,0,75,0,9
7716,0,43,10,2,2,0,266400,0,0,177,0,9
7717,0,60,12,3,1,0,1012080,0,0,105,0,9
7718,0,42,1,1,2,0,88080,1,0,332,3,2
7719,1,33,3,1,3,0,112200,0,0,385,8,1
7720,0,41,2,2,2,0,108240,0,0,35,0,9
7721,0,35,1,2,3,0,137400,1,0,82,0,9
7722,0,34,3,2,3,0,0,0,0,125,0,9
7723,0,30,7,1,2,0,418200,0,0,142,0,9
7724,1,30,3,1,3,0,83640,0,0,545,8,1
7725,0,35,3,1,3,0,1680,0,0,167,0,9
7726,1,79,12,2,1,0,1026720,0,0,326,2,1
7727,0,43,4,2,9,0,21000,0,0,54,0,9
7728,0,69,12,3,2,0,216720,0,0,148,0,9
7729,0,37,2,1,2,0,805680,1,0,90,0,9
7730,0,32,4,2,2,0,20280,1,0,291,0,9
7731,0,43,4,2,1,1,0,0,1,431,0,9
7732,0,40,1,1,2,0,240240,1,0,113,0,9
7733,0,40,3,2,3,0,63120,1,0,113,0,9
7734,0,40,4,2,2,0,71760,1,0,90,0,9
7735,0,47,2,2,2,0,257880,1,0,241,2,1
7736,0,27,1,1,2,0,13920,0,0,46,0,9
7737,0,53,12,2,2,0,153360,1,0,174,0,9
7738,1,38,1,2,2,0,212040,1,0,483,7,1
7739,0,31,4,2,2,0,22920,1,0,40,0,9
7740,0,56,12,2,1,0,7560,0,0,122,0,9
7741,1,34,5,2,3,0,0,1,0,611,1,2
7742,1,33,7,2,2,0,46320,0,0,253,4,2
7743,0,40,7,2,2,0,162960,0,0,96,0,9
7744,0,33,2,2,3,0,2094600,1,1,343,0,9
7745,0,51,4,2,1,0,60840,1,0,85,0,9
7746,0,34,2,3,2,0,21000,1,0,21,0,9
7747,1,56,3,2,1,0,104400,0,0,257,0,9
7748,0,48,2,2,9,0,252720,1,0,499,1,2
7749,0,40,7,2,2,0,112680,1,0,87,0,9
7750,0,48,3,3,2,0,86400,1,0,277,0,9
7751,0,41,4,1,2,0,462120,0,0,130,0,9
7752,0,49,3,2,3,0,840840,0,0,325,0,9
7753,0,28,4,2,2,0,234960,1,0,196,0,9
7754,0,31,2,2,2,0,64200,0,0,81,0,9
7755,0,40,1,2,2,0,0,1,1,145,0,9
7756,1,92,12,2,9,0,93000,0,0,164,3,1
7757,0,40,4,1,1,0,120,0,0,18,0,9
7758,0,58,12,2,2,0,4200,0,0,336,0,9
7759,0,44,3,3,3,1,-3120,0,0,92,0,9
7760,0,48,4,2,2,0,82080,1,1,139,0,9
7761,1,35,1,3,2,0,64080,0,0,669,3,2
7762,0,31,4,2,2,0,59040,1,0,99,0,9
7763,0,32,4,2,2,1,-5880,1,0,173,0,9
7764,0,25,3,1,3,0,59160,1,0,301,0,9
7765,0,33,3,1,3,0,1118040,0,0,267,3,2
7766,0,34,3,2,3,0,106680,1,0,539,0,9
7767,0,47,2,3,2,0,19800,0,0,99,0,9
7768,0,70,12,2,3,0,1900080,0,0,90,0,9
7769,0,43,1,2,2,0,195000,1,1,56,0,9
7770,0,56,3,2,3,0,102720,1,1,70,7,3
7771,0,35,2,1,3,0,80400,1,0,177,0,9
7772,0,30,4,2,2,0,-19920,1,1,255,0,9
7773,0,34,1,2,2,0,77040,1,0,351,0,9
7774,0,35,1,1,3,0,43680,0,1,148,0,9
7775,0,40,4,2,2,0,40680,1,0,234,0,9
7776,0,43,11,1,1,0,160440,1,1,632,0,9
7777,1,35,3,1,3,0,900720,1,0,248,0,9
7778,0,50,4,2,2,1,-97440,0,1,8,0,9
7779,0,31,1,2,2,0,424800,1,0,441,0,9
7780,0,52,3,2,3,0,3000,0,1,170,0,9
7781,0,30,7,2,2,0,150720,1,0,123,0,9
7782,0,55,3,3,3,0,4320,0,0,111,0,9
7783,0,40,2,2,2,0,34320,0,0,106,0,9
7784,0,39,4,2,2,0,166320,1,1,193,0,9
7785,1,23,3,1,3,0,180720,0,0,131,0,9
7786,0,59,3,2,3,0,410520,0,0,121,0,9
7787,0,31,4,1,2,0,311640,1,0,189,0,9
7788,1,30,1,1,2,0,8280,1,0,997,0,9
7789,0,37,7,2,2,0,349800,0,0,314,0,9
7790,1,29,1,1,2,0,423360,0,0,137,0,9
7791,0,27,1,1,2,0,120,1,0,86,0,9
7792,0,42,7,2,2,0,-52440,1,1,318,0,9
7793,1,42,8,2,2,0,42720,1,0,787,2,2
7794,0,52,4,2,1,0,257280,1,0,60,0,9
7795,0,56,12,2,2,0,105360,0,0,123,0,9
7796,0,43,3,2,3,0,28920,0,0,79,0,9
7797,0,56,3,2,3,0,633840,0,0,113,0,9
7798,0,35,2,1,2,0,203160,1,0,58,1,1
7799,0,45,4,2,1,0,0,1,0,32,0,9
7800,1,30,6,1,3,0,331920,0,0,834,0,9
7801,0,39,3,3,3,0,9720,1,1,49,0,9
7802,0,50,4,2,9,0,166680,1,0,300,3,2
7803,0,37,2,2,2,0,75600,0,0,241,0,9
7804,0,38,3,2,3,0,122520,0,0,87,0,9
7805,0,49,2,2,2,0,-25800,1,0,155,0,9
7806,0,39,5,2,2,0,0,0,0,375,0,9
7807,0,53,3,3,3,1,0,1,1,75,0,9
7808,0,41,3,2,3,0,52440,1,0,14,0,9
7809,0,31,4,1,3,0,263640,1,0,146,0,9
7810,0,31,3,2,3,0,-61560,0,1,124,0,9
7811,0,26,1,1,2,0,73080,0,0,112,0,9
7812,0,40,2,2,2,0,13080,0,0,402,0,9
7813,0,24,4,1,2,0,14040,1,1,470,0,9
7814,0,54,2,2,3,1,40440,1,0,302,0,9
7815,0,55,3,2,2,0,22800,0,0,271,0,9
7816,0,42,3,2,3,0,481680,1,0,149,1,3
7817,0,54,4,1,1,0,-14280,1,0,261,0,9
7818,0,48,4,3,2,0,32520,1,1,23,0,9
7819,0,27,11,1,3,0,16680,0,0,144,0,9
7820,0,45,4,2,2,0,69240,1,0,154,3,2
7821,0,50,3,2,3,0,66840,1,0,200,0,9
7822,0,52,1,2,2,0,0,0,1,60,0,9
7823,0,55,12,2,2,0,47160,0,1,176,0,9
7824,0,47,2,1,9,0,9240,1,0,83,0,9
7825,0,32,2,2,2,0,188160,0,0,161,0,9
7826,0,25,1,1,2,0,78480,0,0,216,0,9
7827,1,45,1,2,2,0,18360,0,0,277,0,9
7828,0,31,4,2,1,0,192120,0,0,615,3,2
7829,0,52,12,2,2,0,49680,0,0,207,0,9
7830,0,56,2,2,3,0,177120,0,0,40,0,9
7831,0,32,4,2,2,0,4200,1,0,42,0,9
7832,1,42,2,1,2,1,-135480,1,0,555,0,9
7833,0,35,1,3,2,0,-12120,1,1,128,0,9
7834,0,31,11,1,3,0,218400,1,0,68,0,9
7835,0,29,2,2,2,0,191880,1,0,115,1,2
7836,0,34,8,2,3,0,69840,1,0,189,0,9
7837,0,24,1,1,2,0,148200,1,1,76,0,9
7838,0,43,1,1,9,0,81840,0,0,156,0,9
7839,0,44,7,3,3,0,273480,0,1,105,1,2
7840,0,27,2,1,2,0,4920,1,1,803,0,9
7841,0,35,5,2,3,0,326760,1,1,275,0,9
7842,0,30,2,1,3,0,794280,1,0,239,0,9
7843,0,55,4,2,1,0,81600,1,0,321,0,9
7844,0,50,4,3,1,0,-81240,0,0,387,0,9
7845,0,58,3,2,3,0,452160,1,0,316,0,9
7846,1,45,1,3,2,0,282360,1,0,182,2,3
7847,1,47,3,1,3,0,19080,0,0,220,3,3
7848,0,37,1,1,2,0,14880,1,0,635,0,9
7849,0,39,2,1,2,0,0,0,0,194,0,9
7850,0,44,4,2,1,0,960,0,0,531,0,9
7851,0,43,3,2,3,0,202080,1,0,435,0,9
7852,1,55,7,2,9,0,353280,0,0,672,0,9
7853,0,55,3,3,3,0,371040,1,0,165,0,9
7854,0,44,2,3,2,0,3120,0,0,190,0,9
7855,0,51,1,2,1,0,273720,1,1,163,0,9
7856,0,35,3,1,3,0,89640,0,0,91,6,3
7857,0,34,2,1,2,0,12600,1,0,146,3,2
7858,0,29,11,2,2,0,0,0,0,469,0,9
7859,0,39,4,2,2,0,-26400,1,0,282,2,2
7860,0,38,2,1,3,0,164280,1,0,841,0,9
7861,0,60,2,2,9,0,15840,1,0,21,0,9
7862,1,34,3,2,3,0,284880,1,1,270,2,2
7863,0,51,11,2,2,1,4080,0,1,200,0,9
7864,0,48,4,2,2,0,108480,1,0,128,0,9
7865,0,53,4,2,1,0,-4680,1,0,87,0,9
7866,0,32,11,1,3,0,37440,1,0,99,0,9
7867,0,37,4,2,1,0,14400,1,0,80,1,3
7868,0,50,1,3,2,0,9720,0,1,64,0,9
7869,0,64,12,3,1,0,220800,0,0,237,4,3
7870,1,45,2,2,2,0,239760,0,0,237,0,9
7871,0,26,1,1,3,0,720,1,0,171,0,9
7872,0,22,6,1,2,0,37200,1,0,903,1,3
7873,0,28,4,2,1,0,3120,0,0,40,0,9
7874,0,55,12,2,1,0,-115920,0,1,104,0,9
7875,0,45,1,3,2,0,105000,1,1,292,0,9
7876,0,55,5,2,1,0,4560,0,1,63,0,9
7877,0,52,3,2,3,0,0,1,1,541,5,2
7878,0,33,4,2,2,0,845760,1,0,71,0,9
7879,0,34,2,2,3,0,379200,1,0,726,0,9
7880,0,54,4,2,1,0,19440,1,0,184,0,9
7881,0,49,1,3,2,0,7560,0,0,435,0,9
7882,0,40,4,2,1,0,-88800,1,0,126,0,9
7883,0,34,2,2,9,0,1440,1,0,504,0,9
7884,1,54,8,3,2,0,199680,0,0,106,3,1
7885,0,36,3,2,3,0,157560,0,0,80,0,9
7886,0,36,2,2,2,0,2880,1,0,58,1,2
7887,0,51,4,3,1,0,100440,0,0,41,0,9
7888,0,35,3,2,3,0,32640,1,0,251,2,2
7889,1,45,3,3,3,0,102480,0,1,730,0,9
7890,0,26,6,1,3,0,240,0,0,121,2,2
7891,0,29,4,1,2,0,0,1,0,106,0,9
7892,0,54,2,3,2,0,94080,1,1,579,0,9
7893,0,32,4,2,1,1,-33000,1,1,321,0,9
7894,0,43,5,2,1,0,41520,1,0,9,0,9
7895,0,48,4,2,1,0,778680,1,0,263,0,9
7896,0,34,1,2,2,0,138960,1,0,61,0,9
7897,0,45,3,2,3,0,6480,1,0,107,0,9
7898,0,33,2,1,3,0,64560,1,0,359,0,9
7899,1,34,7,2,2,0,160440,0,0,255,1,1
7900,0,45,1,2,9,0,-35880,1,0,154,1,2
7901,0,35,4,2,2,0,80880,1,0,274,0,9
7902,0,33,1,1,2,0,24720,1,0,287,0,9
7903,1,31,3,2,3,0,39000,1,0,1139,0,9
7904,0,52,3,1,3,0,207240,0,0,337,0,9
7905,0,34,5,1,3,0,85680,1,0,166,0,9
7906,0,43,2,3,2,0,159120,0,0,93,0,9
7907,0,35,7,2,3,0,31200,1,0,134,0,9
7908,1,63,12,2,2,0,347520,0,0,304,2,1
7909,1,43,1,2,2,0,15840,0,0,220,0,9
7910,0,46,4,2,1,0,81120,1,0,825,4,2
7911,0,32,3,1,2,0,8040,0,0,55,0,9
7912,0,31,3,1,3,0,0,1,0,45,2,2
7913,0,46,3,1,9,0,183240,1,0,269,0,9
7914,0,39,2,2,2,0,423360,1,0,226,0,9
7915,0,32,2,1,3,0,183240,1,0,270,2,2
7916,0,51,4,2,1,0,382200,1,0,187,0,9
7917,0,55,4,2,2,0,1488120,0,0,111,4,3
7918,0,40,3,2,3,0,25320,1,0,137,0,9
7919,0,32,7,2,9,0,121920,0,0,141,0,9
7920,0,48,3,1,3,0,77760,1,0,290,2,2
7921,0,51,3,3,2,0,35040,0,0,146,0,9
7922,0,33,2,1,3,0,52320,0,0,258,0,9
7923,0,40,5,1,3,0,31440,1,1,17,0,9
7924,1,26,7,1,2,0,13200,0,0,1136,0,9
7925,0,39,2,2,2,0,238320,0,0,217,0,9
7926,0,41,4,2,2,0,66240,1,0,463,0,9
7927,0,33,11,1,3,0,78960,1,0,146,3,2
7928,0,53,3,2,1,0,42120,1,0,0,0,9
7929,0,38,4,1,2,0,69240,1,0,50,0,9
7930,0,39,3,1,3,0,508680,1,0,40,0,9
7931,0,43,1,3,2,0,93240,1,0,130,0,9
7932,0,49,4,2,2,0,453480,1,0,178,0,9
7933,0,45,3,2,3,0,2737800,0,0,653,0,9
7934,0,36,5,3,2,0,30120,0,0,59,0,9
7935,0,31,7,2,2,0,9360,1,1,97,0,9
7936,0,36,2,2,2,0,75840,1,0,306,0,9
7937,0,57,3,2,3,0,411720,1,0,73,0,9
7938,0,41,3,1,3,0,23400,0,0,125,2,2
7939,0,39,4,2,2,0,34080,1,1,1426,6,2
7940,0,41,1,2,2,0,42120,1,0,518,0,9
7941,0,36,5,2,3,0,0,1,0,339,0,9
7942,0,27,4,1,9,0,10680,1,0,139,0,9
7943,0,30,11,1,2,0,481320,1,0,62,0,9
7944,0,40,7,3,2,0,691920,1,1,385,0,9
7945,0,44,7,3,2,0,0,0,1,275,0,9
7946,0,48,4,2,2,0,103800,1,0,78,0,9
7947,0,30,2,1,9,0,-5760,1,0,152,0,9
7948,0,29,7,2,2,0,386400,0,0,172,0,9
7949,0,29,1,1,2,0,24000,1,0,261,0,9
7950,1,46,4,2,9,0,101040,1,0,833,0,9
7951,0,31,3,1,3,0,65760,1,0,148,0,9
7952,0,37,4,1,3,0,41280,0,0,407,0,9
7953,1,59,3,2,3,0,647640,0,0,671,0,9
7954,1,57,12,2,2,0,637560,0,0,200,0,9
7955,0,25,1,1,2,0,57960,0,1,68,1,1
7956,1,27,3,1,3,0,18120,1,0,496,0,9
7957,0,37,10,2,1,0,0,1,0,347,0,9
7958,0,36,2,1,2,0,147360,1,0,153,3,1
7959,0,56,8,2,1,0,14640,0,0,72,0,9
7960,1,39,1,2,2,0,18000,0,0,296,0,9
7961,0,30,1,1,2,1,-27360,1,0,101,1,2
7962,0,56,2,2,1,0,37680,1,1,108,5,3
7963,0,56,4,2,2,0,29280,1,0,465,0,9
7964,0,25,4,1,2,1,-26400,0,0,152,0,9
7965,0,39,3,2,3,0,11160,1,0,65,5,2
7966,0,40,2,3,2,0,80280,1,0,367,0,9
7967,0,57,10,2,1,0,156360,0,0,83,0,9
7968,0,39,3,2,3,0,23760,1,0,138,0,9
7969,0,45,5,2,3,0,0,1,0,50,0,9
